Jaar_laden;POSTCODE_LADEN;AANTAL_LAADLOCATIES; Totaal_KG_VRACHT ;Naam stal;Straat + huisnummer;Plaats;KVK nummer;tel nummer ;;;;
2024;40472;1;214.500;;;;;;;;;
2024;40474;1;645.900;;;;;;;;;
2024;40489;1;845.100;;;;;;;;;
2024;4054NG;1;226.900;;;;;;;;;
2024;40589;1;697.400;;;;;;;;;
2024;40595;1;657.000;;;;;;;;;
2024;40627;1;214.000;;;;;;;;;
2024;40629;1;2.938.900;;;;;;;;;
2024;4064CJ;1;660.300;;;;;;;;;
2024;40667;1;187.600;;;;;;;;;
2024;40668;1;1.021.700;;;;;;;;;
2024;40670;1;676.600;;;;;;;;;
2024;40699;1;1.614.300;;;;;;;;;
2024;40721;1;683.600;;;;;;;;;
2024;40723;1;176.800;;;;;;;;;
2024;40724;1;1.860.400;;;;;;;;;
2024;40764;1;316.700;;;;;;;;;
2024;40789;1;205.200;;;;;;;;;
2024;40822;1;1.738.600;;;;;;;;;
2024;40882;1;1.979.800;;;;;;;;;
2024;40883;1;832.600;;;;;;;;;
2024;40885;1;2.141.800;;;;;;;;;
2024;4101BK;1;82.000;;;;;;;;;
2024;4102NS;1;401.500;;;;;;;;;
2024;4105LE;1;1.163.700;Gh De Leeuw;Prijsseweg 22;Culemborg;30269767;0345 535 700;;;;
2024;41066;1;736.600;;;;;;;;;
2024;41068;1;656.140;;;;;;;;;
2024;4107LJ;1;404.400;De Raad Vof;Rietveldseweg 26 a;Culemborg;64319938;;;;;
2024;4115LN;1;22.000;;;;;;;;;
2024;41169;1;39.300;;;;;;;;;
2024;41179;1;858.000;;;;;;;;;
2024;4117GV;1;650.500;Manege Satana;Lutterveld 28;Erichem;72006080;06 53481010;;;;
2024;41189;1;521.400;;;;;;;;;
2024;4119LZ;1;691.200;;;;;;;;;
2024;41238;1;150.500;;;;;;;;;
2024;4124AJ;1;668.900;;;;;;;;;
2024;4128LM;1;619.100;Stoeterij Van Der Vlist;Lakerveld 266;Lexmond;24324200;0182 384 433;;;;
2024;41334;1;3.992.160;;;;;;;;;
2024;4133LB;1;83.500;;;;;;;;;
2024;41352;1;943.800;;;;;;;;;
2024;41363;1;2.479.760;;;;;;;;;
2024;41366;1;92.000;;;;;;;;;
2024;41372;1;317.700;;;;;;;;;
2024;4145MP;1;244.300;;;;;;;;;
2024;41462;1;186.000;;;;;;;;;
2024;41468;1;1.496.400;;;;;;;;;
2024;41472;1;247.900;;;;;;;;;
2024;4147EX;2;325.000;;;;;;;;;
2024;41516;1;128.000;;;;;;;;;
2024;4152GC;1;480.900;De Kooihoeve Daj Storij;Tiendweg 9;Rhenoy;30271952;06 51948130;;;;
2024;41564;1;1.887.800;;;;;;;;;
2024;41569;1;89.600;;;;;;;;;
2024;4157GR;1;143.500;De Driesprong;Korte Veersteeg 16;Enspijk;30255038;;;;;
2024;4158LE;3;495.778;;;;;;;;;
2024;4161AA;1;76.400;Stal Borst Vof;Heidensweg 12;Heukelum;30252577;;;;;
2024;4171KD;1;72.400;;;;;;;;;
2024;41748;1;564.300;;;;;;;;;
2024;41749;1;994.300;;;;;;;;;
2024;41751;1;830.600;;;;;;;;;
2024;41812;1;448.600;;;;;;;;;
2024;4182PC;1;527.000;;;;;;;;;
2024;41836;1;849.410;;;;;;;;;
2024;41844;1;248.400;;;;;;;;;
2024;4205NG;1;475.200;Valk Horses Bv;Vlietskade 60;Gorinchem;74996487;06 51400852;;;;
2024;4206BC;1;75.800;;;;;;;;;
2024;4208BA;2;781.000;;;;;;;;;
2024;4209AX;1;291.900;Cw Visser Beheer Bv;Nolweg 33;Schelluinen;24159160;;;;;
2024;42113;1;363.200;;;;;;;;;
2024;42117;1;162.600;;;;;;;;;
2024;42119;1;698.100;;;;;;;;;
2024;4212CZ;1;238.000;H De Man;Spijkse Kweldijk 39;Spijk;11025948;;;;;
2024;4214KL;1;381.400;;;;;;;;;
2024;4214KW;1;1.192.000;Opfokstal De Roosahoeve;Molenweg 3;Vuren;75831112;;;;;
2024;4214LD;1;275.000;;;;;;;;;
2024;4223MB;1;357.100;Pensionstal Den Hartog;Hoge Giessen 3 I;Hoornaar;11057349;;;;;
2024;4225NJ;1;924.600;;;;;;;;;
2024;4233CG;1;707.300;Manege De Schakel;Reigersdreef 3;Ameide;70769079;;;;;
2024;42369;1;825.300;;;;;;;;;
2024;4241EB;1;284.400;Mf Van Helden Marskamp;Rietveld 7;Arkel;68858981;;;;;
2024;4245TW;1;85.000;Hoeve Versteeg;Middelkoop 90 A;Leerbroek;11050498;;;;;
2024;4247EV;1;636.000;Stal Kampinga;Tiendweg 1;Kedichem;56943962;06 14520508;;;;
2024;42489;1;633.100;;;;;;;;;
2024;4251NE;1;1.633.000;;;;;;;;;
2024;4251XX;1;349.000;;;;;;;;;
2024;4254LD;1;133.900;;;;;;;;;
2024;42551;1;1.609.900;;;;;;;;;
2024;42553;1;530.200;;;;;;;;;
2024;42555;1;363.200;;;;;;;;;
2024;42579;1;1.866.300;;;;;;;;;
2024;4261TD;1;62.500;;;;;;;;;
2024;42697;1;716.000;;;;;;;;;
2024;42781;1;1.629.500;;;;;;;;;
2024;42799;1;1.552.300;;;;;;;;;
2024;4285DP;1;221.800;Worrell Stables Postweide Vof;Acacialaan 20;Woudrichem;18057287;;;;;
2024;42929;1;2.032.200;;;;;;;;;
2024;4315PH;1;559.600;;;;;;;;;
2024;4315PK;1;158.000;;;;;;;;;
2024;4321TE;1;489.200;;;;;;;;;
2024;4323LP;1;371.700;Vmf Stables Bv;Krijn Karelsweg 3 a;Ellemeet;20156919;;;;;
2024;4326SC;1;194.100;;;;;;;;;
2024;4328NG;1;1.018.400;;;;;;;;;
2024;4332SM;1;400.000;;;;;;;;;
2024;4333KN;1;25.200;Sale Horses Nijpjes Bv;Noordweg 516;Middelburg;76560384;;;;;
2024;4333RJ;1;577.500;;;;;;;;;
2024;4339PN;1;407.300;;;;;;;;;
2024;4352SC;1;109.400;;;;;;;;;
2024;4352SM;1;226.800;;;;;;;;;
2024;4354KK;2;397.100;Stoeterij Hoeve Het Tij;Lepelstraat 6;Vrouwenpolder;78238617;;;;;
2024;4354SE;1;49.000;De Bokkesprong;Rijkebuurtweg 5;Vrouwenpolder;64010287;;;;;
2024;4357RB;1;344.900;;;;;;;;;
2024;4363RJ;1;64.000;;;;;;;;;
2024;4364SL;1;56.100;D Maris;Poppendamseweg 5;Grijpskerke;20150780;;;;;
2024;4371EN;1;423.400;Braamhof;Braamweg 12;Koudekerke;22052523;0118 592 016;;;;
2024;4371NJ;1;397.000;;;;;;;;;
2024;4384NM;1;549.900;;;;;;;;;
2024;4389VE;1;114.600;;;;;;;;;
2024;4389VJ;1;48.400;;;;;;;;;
2024;4421PW;1;456.700;;;;;;;;;
2024;44227;1;2.501.300;;;;;;;;;
2024;4423PE;1;843.500;;;;;;;;;
2024;44265;1;237.700;;;;;;;;;
2024;44289;1;468.100;;;;;;;;;
2024;44319;1;559.000;;;;;;;;;
2024;44329;1;477.900;;;;;;;;;
2024;44339;1;2.192.800;;;;;;;;;
2024;4433RZ;1;325.700;;;;;;;;;
2024;44357;1;354.600;;;;;;;;;
2024;44388;1;466.600;;;;;;;;;
2024;4441SJ;1;110.100;;;;;;;;;
2024;4443AH;1;255.180;Stoeterij Dandelion;Gerbernesseweg 21 A;Nisse;55229433;;;;;
2024;4451NV;1;286.100;;;;;;;;;
2024;4454PX;1;41.800;;;;;;;;;
2024;44577;1;897.600;;;;;;;;;
2024;44579;1;2.751.500;;;;;;;;;
2024;44627;1;454.500;;;;;;;;;
2024;44628;1;336.500;;;;;;;;;
2024;44651;1;410.000;;;;;;;;;
2024;44795;1;535.000;;;;;;;;;
2024;44797;1;248.400;;;;;;;;;
2024;44805;1;7.300;;;;;;;;;
2024;44807;1;1.335.800;;;;;;;;;
2024;44867;1;217.600;;;;;;;;;
2024;44869;1;1.428.600;;;;;;;;;
2024;4493NE;1;350.000;;;;;;;;;
2024;45133;1;1.878.900;;;;;;;;;
2024;45134;1;1.192.430;;;;;;;;;
2024;45149;1;1.035.400;;;;;;;;;
2024;45239;1;3.154.800;;;;;;;;;
2024;45257;1;691.000;;;;;;;;;
2024;45279;1;751.500;;;;;;;;;
2024;45289;1;852.800;;;;;;;;;
2024;4529JJ;1;47.500;;;;;;;;;
2024;45307;1;118.700;;;;;;;;;
2024;45309;1;276.300;;;;;;;;;
2024;45327;1;418.200;;;;;;;;;
2024;45357;1;1.084.200;;;;;;;;;
2024;45359;1;370.200;;;;;;;;;
2024;4538PN;1;45.000;;;;;;;;;
2024;4539PG;1;85.780;;;;;;;;;
2024;45470;1;873.700;;;;;;;;;
2024;45472;1;1.930.780;;;;;;;;;
2024;45475;1;640.400;;;;;;;;;
2024;45478;1;1.864.100;;;;;;;;;
2024;45479;1;325.260;;;;;;;;;
2024;45481;1;4.783.700;;;;;;;;;
2024;45527;1;785.400;;;;;;;;;
2024;45529;1;2.572.870;;;;;;;;;
2024;45549;1;1.375.800;;;;;;;;;
2024;45657;1;309.100;;;;;;;;;
2024;45659;1;692.300;;;;;;;;;
2024;45663;1;311.300;;;;;;;;;
2024;45665;1;788.600;;;;;;;;;
2024;4567PA;2;365.700;;;;;;;;;
2024;45701;1;517.200;;;;;;;;;
2024;45711;1;209.400;;;;;;;;;
2024;4571PV;1;534.300;;;;;;;;;
2024;45721;1;1.308.600;;;;;;;;;
2024;45739;1;350.000;;;;;;;;;
2024;4575NB;1;40.000;;;;;;;;;
2024;4575NH;1;66.780;;;;;;;;;
2024;45768;1;719.000;;;;;;;;;
2024;45770;1;2.031.900;;;;;;;;;
2024;45772;1;174.200;;;;;;;;;
2024;45883;1;1.861.000;;;;;;;;;
2024;45892;1;439.000;;;;;;;;;
2024;45894;1;225.500;;;;;;;;;
2024;45896;1;1.365.300;;;;;;;;;
2024;45897;1;510.200;;;;;;;;;
2024;4589KN;1;12.000;;;;;;;;;
2024;45966;1;403.300;;;;;;;;;
2024;45968;1;310.000;;;;;;;;;
2024;46045;1;330.400;;;;;;;;;
2024;46145;1;248.000;;;;;;;;;
2024;46147;1;77.500;;;;;;;;;
2024;4614BP;1;401.400;;;;;;;;;
2024;4614PA;1;66.200;;;;;;;;;
2024;4614PL;3;1.136.300;;;;;;;;;
2024;4614RJ;1;108.000;;;;;;;;;
2024;4622RM;1;507.600;The Pine Ranch;Bergsebaan 71;Bergen op Zoom;70704929;06 36396594;;;;
2024;46242;1;624.400;;;;;;;;;
2024;46244;1;1.648.600;;;;;;;;;
2024;4624RE;1;285.900;;;;;;;;;
2024;46282;1;4.079.740;;;;;;;;;
2024;46284;1;1.615.980;;;;;;;;;
2024;46286;1;1.071.600;;;;;;;;;
2024;4631SZ;1;598.400;;;;;;;;;
2024;46325;1;1.144.100;;;;;;;;;
2024;46342;1;16.300;;;;;;;;;
2024;46348;1;395.600;;;;;;;;;
2024;4634RG;1;467.900;;;;;;;;;
2024;4634TW;1;290.900;Africhtings En Handelsstal De Visser;Rijzendeweg 17;Woensdrecht;59256257;;;;;
2024;46359;1;363.400;;;;;;;;;
2024;4635RC;1;751.300;;;;;;;;;
2024;46414;1;1.759.100;;;;;;;;;
2024;46446;1;833.300;;;;;;;;;
2024;46485;1;1.696.900;;;;;;;;;
2024;46499;1;358.300;;;;;;;;;
2024;46509;1;1.535.600;;;;;;;;;
2024;46514;1;748.990;;;;;;;;;
2024;46519;1;2.221.000;;;;;;;;;
2024;4651RH;1;133.700;;;;;;;;;
2024;4651XT;1;89.500;;;;;;;;;
2024;46539;1;3.239.500;;;;;;;;;
2024;4655TT;1;109.664;;;;;;;;;
2024;46562;1;117.900;;;;;;;;;
2024;46569;1;4.735.700;;;;;;;;;
2024;4661PB;1;209.400;Q Stables Vof;Tholenseweg 35;Halsteren;20147489;;;;;
2024;4661RE;1;574.100;Vof Stal Kommers;Daansbergen 1;Halsteren;61194360;06 22817908;;;;
2024;4664PD;1;241.900;;;;;;;;;
2024;4664RC;1;98.100;;;;;;;;;
2024;4664RJ;1;235.900;;;;;;;;;
2024;4671RB;1;1.262.700;;;;;;;;;
2024;4693PE;1;430.700;;;;;;;;;
2024;4695SH;1;676.100;;;;;;;;;
2024;4703SP;1;78.000;;;;;;;;;
2024;4706PG;1;267.400;;;;;;;;;
2024;4706RA;1;31.500;;;;;;;;;
2024;4707PE;1;43.500;;;;;;;;;
2024;4707PL;1;326.700;;;;;;;;;
2024;4707RL;1;300.900;Rockx Beheer En Beleggingen Bv;Passenberg 44;Roosendaal;64036146;;;;;
2024;4707RM;1;85.200;;;;;;;;;
2024;4709AS;1;54.000;Raats Horses;Bergsebaan 112 a;Nispen;75193329;;;;;
2024;4709PA;1;313.800;Mb Dressage Stables;Kerkweg 1;Nispen;20124957;;;;;
2024;4709PB;1;576.000;;;;;;;;;
2024;4709PN;1;128.300;;;;;;;;;
2024;4709RR;1;60.000;;;;;;;;;
2024;47119;1;319.600;;;;;;;;;
2024;4714SZ;1;125.700;Trainingsstal Koolwijk;Ettenseweg 23;Sprundel;74706640;;;;;
2024;4715EN;1;117.300;Stoeterij De Postbaan Bv;Goedevaart 4;Rucphen;20069184;;;;;
2024;4715PA;1;147.700;Springstal T Bergse Bos;Roosendaalsebaan 27;Rucphen;55525857;;;;;
2024;4715PE;1;332.200;Stal De Wit;de Schietbaan 11;Rucphen;20041236;;;;;
2024;4715PM;1;722.500;;;;;;;;;
2024;4715PN;1;1.092.400;;;;;;;;;
2024;4715RH;1;401.500;;;;;;;;;
2024;4715TA;1;277.100;;;;;;;;;
2024;47169;1;535.800;;;;;;;;;
2024;47199;1;1.536.700;;;;;;;;;
2024;4721PB;1;172.700;Vdh Stables Bv;Plattebaan 2;Schijf;68415621;;;;;
2024;4721PC;3;1.079.800;Mts De Laat Van Osch;Nederheide 9 A;Schijf;20168761;0165 366 402;;;;
2024;47226;1;361.200;;;;;;;;;
2024;47228;1;342.900;;;;;;;;;
2024;4722SE;1;82.800;;;;;;;;;
2024;47239;1;1.052.500;;;;;;;;;
2024;47259;1;528.700;;;;;;;;;
2024;4725SE;1;1.045.900;;;;;;;;;
2024;4725SK;2;649.900;Vdp Stables;Mariabaan 12;Wouwse Plantage;70964408;06 29024323;;;;
2024;4725SL;1;243.700;;;;;;;;;
2024;47264;1;202.000;;;;;;;;;
2024;4726TC;1;9.700;Stoeterij Zoomvliet;Zoomvlietweg 8;Heerle;20124519;;;;;
2024;4731SN;1;460.300;Verdonk Employe;Jan Teunisstraat 24;Oudenbosch;52953130;;;;;
2024;4731TP;1;40.000;;;;;;;;;
2024;4735TC;1;134.400;;;;;;;;;
2024;4741TE;1;123.000;Olwens Hoeve;Gors 62;Hoeven;20071755;;;;;
2024;4741TG;1;210.600;;;;;;;;;
2024;4741TP;1;795.000;Stal Belvedere Bv;Bovenstraat 75 a;Hoeven;20077757;0165 503665;;;;
2024;47441;1;86.700;;;;;;;;;
2024;47445;1;922.900;;;;;;;;;
2024;47447;1;4.389.700;;;;;;;;;
2024;47475;1;536.200;;;;;;;;;
2024;47495;1;1.368.500;;;;;;;;;
2024;47506;1;1.174.800;;;;;;;;;
2024;47509;1;1.400.900;;;;;;;;;
2024;4751HP;1;20.000;;;;;;;;;
2024;4751RD;2;570.360;;;;;;;;;
2024;4751RE;1;121.000;;;;;;;;;
2024;4751RW;1;1.093.700;;;;;;;;;
2024;4751RX;1;230.600;;;;;;;;;
2024;4751TE;1;129.600;Van Venrooij Equine Services;Opperstraat 12;Oud Gastel;58513302;;;;;
2024;4751VB;1;108.300;;;;;;;;;
2024;4751VE;1;312.700;D Mosterdijk;Gastelsedijk Zuid 4;Oud Gastel;30255616;;;;;
2024;4751WH;1;41.100;;;;;;;;;
2024;47533;1;257.500;;;;;;;;;
2024;47551;1;498.360;;;;;;;;;
2024;47559;1;582.060;;;;;;;;;
2024;4756SE;1;232.300;Trainings En Africhtingsstal Testers;Engelseweg 1 d;Kruisland;20079445;;;;;
2024;4756TD;1;30.940;;;;;;;;;
2024;47574;1;3.602.000;;;;;;;;;
2024;47589;1;2.127.600;;;;;;;;;
2024;4758TT;1;58.100;;;;;;;;;
2024;47608;1;578.500;;;;;;;;;
2024;4761PN;1;286.700;;;;;;;;;
2024;47624;1;924.100;;;;;;;;;
2024;47625;1;949.800;;;;;;;;;
2024;47626;1;304.300;;;;;;;;;
2024;47627;1;408.000;;;;;;;;;
2024;4762RA;1;144.800;;;;;;;;;
2024;47638;1;191.700;;;;;;;;;
2024;47647;1;1.299.400;;;;;;;;;
2024;47652;1;5.976.700;;;;;;;;;
2024;47661;1;963.600;;;;;;;;;
2024;47665;1;1.517.400;;;;;;;;;
2024;47669;1;625.300;;;;;;;;;
2024;4771RA;1;232.700;;;;;;;;;
2024;47800;1;1.100.400;;;;;;;;;
2024;47802;1;2.527.200;;;;;;;;;
2024;47803;1;2.509.000;;;;;;;;;
2024;47807;1;333.400;;;;;;;;;
2024;47829;1;489.000;;;;;;;;;
2024;4782SC;1;129.360;;;;;;;;;
2024;47839;1;1.794.800;;;;;;;;;
2024;47877;1;2.524.500;;;;;;;;;
2024;47906;1;3.662.900;;;;;;;;;
2024;47918;1;881.500;;;;;;;;;
2024;4791BM;1;177.900;;;;;;;;;
2024;47929;1;893.600;;;;;;;;;
2024;4793HJ;1;50.400;;;;;;;;;
2024;4793RC;1;23.000;;;;;;;;;
2024;48155;1;1.329.640;;;;;;;;;
2024;48157;1;2.183.030;;;;;;;;;
2024;48159;1;485.190;;;;;;;;;
2024;48161;1;145.000;;;;;;;;;
2024;48163;1;219.000;;;;;;;;;
2024;48167;1;986.650;;;;;;;;;
2024;48249;1;714.000;;;;;;;;;
2024;4825BP;1;341.200;;;;;;;;;
2024;48291;1;577.700;;;;;;;;;
2024;48308;1;153.000;;;;;;;;;
2024;48329;1;1.436.750;;;;;;;;;
2024;48336;1;530.040;;;;;;;;;
2024;48341;1;5.100;;;;;;;;;
2024;4834XR;1;1.177.400;;;;;;;;;
2024;4836BC;1;264.600;;;;;;;;;
2024;4836MC;1;565.600;;;;;;;;;
2024;4838EG;1;452.400;Sintels Bv;Rijsbergseweg 590;Breda;20046671;;;;;
2024;4838EP;1;510.600;Lips Stables Bv;Vaartwegje 46;Breda;60698608;;;;;
2024;4838GD;1;34.300;;;;;;;;;
2024;4838GN;1;12.000;;;;;;;;;
2024;4841KK;1;52.900;;;;;;;;;
2024;4841KM;1;380.200;;;;;;;;;
2024;4841KR;1;322.000;Stream Stables;Brielsedreef 55;Prinsenbeek;70911177;;;;;
2024;4841NL;1;17.000;;;;;;;;;
2024;48432;1;240.800;;;;;;;;;
2024;4844PK;1;807.800;;;;;;;;;
2024;4844PN;1;193.200;De Liniehoeve;Schimmer 6;Terheijden;51951045;;;;;
2024;4845PL;2;78.400;;;;;;;;;
2024;48465;1;72.400;;;;;;;;;
2024;4847NC;1;335.900;Vof Jespers Nolen;Bergse Pad 8;Teteringen;20055773;;;;;
2024;4847NH;1;301.400;Stal Jespers;Hoeveneind 118;Teteringen;71864865;;;;;
2024;4847SH;2;1.178.100;Balemans Ruitersportcentrum;Laanzichtweg 105;Teteringen;63761432;076 571 0516;;;;
2024;48480;1;122.400;;;;;;;;;
2024;48488;1;396.600;;;;;;;;;
2024;4849PR;1;199.000;;;;;;;;;
2024;4849RD;1;135.600;;;;;;;;;
2024;4854PN;1;758.000;;;;;;;;;
2024;4855AS;1;310.800;;;;;;;;;
2024;4856AA;1;167.400;;;;;;;;;
2024;4856AB;1;434.100;;;;;;;;;
2024;4858RE;1;61.000;;;;;;;;;
2024;4859AC;1;526.500;Bg Sporthorses Bv;De Leeuwerik 8 a;Bavel AC;67547958;;;;;
2024;4861PD;1;75.200;;;;;;;;;
2024;4861RD;1;761.000;;;;;;;;;
2024;4861TD;2;80.000;;;;;;;;;
2024;48653;1;943.000;;;;;;;;;
2024;48712;1;588.000;;;;;;;;;
2024;4871NA;1;1.025.000;;;;;;;;;
2024;4871NG;1;139.080;Paardenmelkerij De Edelweiss;Hanekinderstraat 9;Etten-Leur;20155872;;;;;
2024;48720;1;193.600;;;;;;;;;
2024;48734;1;338.400;;;;;;;;;
2024;48739;1;69.500;;;;;;;;;
2024;4873LJ;1;112.860;;;;;;;;;
2024;4873LL;1;478.700;;;;;;;;;
2024;4873LN;1;414.200;Vof De Bollenhoeve;Bollenstraat 5;Etten-Leur;20100838;;;;;
2024;4873NC;1;63.600;;;;;;;;;
2024;4875CB;1;230.800;;;;;;;;;
2024;4881ND;1;172.700;;;;;;;;;
2024;4881NE;1;189.900;;;;;;;;;
2024;4882NN;1;160.500;;;;;;;;;
2024;4885KJ;1;214.200;Vw Horses;Nieuwmoerseweg 31;Achtmaal;77287517;;;;;
2024;4885KM;1;232.900;Jochems Invest;Eendenkooistraat 15;Achtmaal;77077822;;;;;
2024;4885KV;1;127.900;;;;;;;;;
2024;4891CM;1;516.600;;;;;;;;;
2024;4891NN;1;39.900;;;;;;;;;
2024;4891PV;1;403.500;;;;;;;;;
2024;4891SW;1;36.900;;;;;;;;;
2024;4891TD;1;126.840;;;;;;;;;
2024;4891ZB;1;185.900;Stal Petrideko;Pannenhoefsebaan 42;Rijsbergen;20161580;;;;;
2024;4902RW;1;336.100;;;;;;;;;
2024;4909AE;1;155.120;;;;;;;;;
2024;4909AH;1;183.300;;;;;;;;;
2024;4909AX;1;75.000;;;;;;;;;
2024;4909BD;1;220.600;Timmermans Melis;Heistraat 17;Oosteind;20170019;;;;;
2024;4909BJ;1;657.600;;;;;;;;;
2024;4911BW;1;1.258.000;Gj Van Olst Bv;Terheijdensspoor 9;Den Hout;20074975;;;;;
2024;4924EC;1;505.300;Stal Van Stokkom;Zeggeweg 3;Drimmelen;20164723;;;;;
2024;4926SL;1;38.000;;;;;;;;;
2024;4927RK;1;255.400;Horseland Zwaluwe;Moerseweg 5;Hooge Zwaluwe;74647210;;;;;
2024;49479;1;87.300;;;;;;;;;
2024;49843;1;333.700;;;;;;;;;
2024;50126;1;14.000;;;;;;;;;
2024;50127;1;372.400;;;;;;;;;
2024;50129;1;108.600;;;;;;;;;
2024;5012TC;1;352.840;Q Stables;Quirijnstokstraat 17;Tilburg;72332360;;;;;
2024;50170;1;138.800;;;;;;;;;
2024;50171;1;56.700;;;;;;;;;
2024;50181;1;13.000;;;;;;;;;
2024;50189;1;150.700;;;;;;;;;
2024;5018TD;1;225.000;;;;;;;;;
2024;50226;1;237.400;;;;;;;;;
2024;5022AL;1;207.100;;;;;;;;;
2024;5022MD;1;16.900;;;;;;;;;
2024;50259;1;967.900;;;;;;;;;
2024;5032PC;1;1.132.800;;;;;;;;;
2024;5032PJ;1;274.600;;;;;;;;;
2024;5032WR;1;55.000;;;;;;;;;
2024;50354;1;65.600;;;;;;;;;
2024;5036NA;1;656.900;;;;;;;;;
2024;50374;1;88.200;;;;;;;;;
2024;5045LN;1;132.500;;;;;;;;;
2024;5048CL;1;49.540;;;;;;;;;
2024;5048TD;1;7.567;;;;;;;;;
2024;5051DD;1;37.060;;;;;;;;;
2024;5051HS;1;123.000;;;;;;;;;
2024;5051PH;2;340.500;;;;;;;;;
2024;5059AM;1;200.820;;;;;;;;;
2024;5059AN;1;580.000;;;;;;;;;
2024;5062JK;1;823.000;Manege T Halster;Sportlaan 2;Oisterwijk;76690970;013 528 3509;;;;
2024;5066CB;2;359.600;;;;;;;;;
2024;5066CJ;2;250.740;Amm Rijnen;Oirschotseweg 64;Moergestel;17260232;;;;;
2024;5066CV;1;190.000;Stal Donkers;Floraweg 1;Moergestel;18059044;;;;;
2024;5066PW;1;282.000;Burgers Hengsten Bv;Sebrechtsedijk 2;Moergestel;68287348;;;;;
2024;5066XG;1;119.200;Blackstar Stables Bv;Heukelomsebaan 3;Moergestel;78561809;;;;;
2024;5071RA;2;865.800;Keuninx Paardenfokkerij En Pension;Schoorstraat 28 a;Udenhout;53193342;013 511 3460;;;;
2024;5071RH;1;53.480;;;;;;;;;
2024;5071RP;1;17.650;;;;;;;;;
2024;50737;1;13.900;;;;;;;;;
2024;50765;1;105.900;;;;;;;;;
2024;50769;1;251.400;;;;;;;;;
2024;5076PK;1;339.880;;;;;;;;;
2024;5076PR;1;364.400;;;;;;;;;
2024;5081HG;1;279.200;Maatschap Bruurs Akkermans;Goirlesedijk 2;Hilvarenbeek;17254920;;;;;
2024;5081NE;1;724.800;;;;;;;;;
2024;5081NK;2;547.800;Florian Stables;Veldhoven 15 A;Hilvarenbeek;76284395;;;;;
2024;5081XR;1;424.400;De Gerdine Hoeve;De Geul 2;Hilvarenbeek;18034960;;;;;
2024;5084HB;1;561.500;Stal Van Hoof Bv;Hakvoortseweg 19;Biest-Houtakker;78131138;;;;;
2024;5084HT;1;106.400;;;;;;;;;
2024;50859;1;96.100;;;;;;;;;
2024;5085ED;1;322.300;Stal De Utrecht Vof;Groenstraat 19;Esbeek;18071136;;;;;
2024;5085ND;1;98.160;;;;;;;;;
2024;5089NS;1;459.200;;;;;;;;;
2024;5089NW;2;484.100;Stal Jansen En Jansen Bv;Moergestelseweg 3 A;Haghorst;64447367;;;;;
2024;5089PH;1;17.300;Paardenhouderij Rombouts;Koningin Julianaweg 1;Haghorst;80150535;;;;;
2024;5091JS;1;1.174.200;Steenhof Stables;Steenovenweg 1;Oost West en Middelbeers;17207791;06 25150557;;;;
2024;5091SJ;1;296.400;Koen Leemans Equestrian Bv;Langegracht 4;Oost West en Middelbeers;59799595;;;;;
2024;5091TG;1;231.100;;;;;;;;;
2024;5091TJ;1;431.800;;;;;;;;;
2024;5094BD;1;233.180;Ajc Smolders;Neterselsedijk 42;Lage Mierde;54484286;;;;;
2024;5095AB;1;102.800;;;;;;;;;
2024;5095AC;2;281.280;Frankenhoeve;De Luther 18;Hooge Mierde;68109164;;;;;
2024;5095BD;2;346.800;Academy Horses Bv;Koestraat 11 b;Hooge Mierde;68764596;;;;;
2024;50996;1;18.000;;;;;;;;;
2024;50997;1;128.700;;;;;;;;;
2024;50999;1;182.800;;;;;;;;;
2024;5101PA;1;215.900;;;;;;;;;
2024;5103BP;1;30.000;;;;;;;;;
2024;5105AB;1;15.460;;;;;;;;;
2024;51061;1;115.600;;;;;;;;;
2024;51069;1;34.000;;;;;;;;;
2024;5106AA;1;47.000;Stoeterij Klein Dongen Cv;Klein Dongenseweg 43;Dongen;18061869;;;;;
2024;5109RA;1;117.350;Vof Melsen;Vaartweg 19 A;'s Gravenmoer;18064684;;;;;
2024;5109TK;1;152.000;;;;;;;;;
2024;5111EP;1;145.000;;;;;;;;;
2024;5111XG;1;171.100;Stal Boschoven Bv;Boschoven 16;Baarle-Nassau;66449316;;;;;
2024;5113TA;1;476.100;Christie Dreessen Paardentandarts;Baarleseweg 10;Ulicoten;27353828;;;;;
2024;5121RE;1;469.000;;;;;;;;;
2024;5124NC;1;220.000;;;;;;;;;
2024;5124NJ;1;257.600;;;;;;;;;
2024;5124RJ;1;199.200;Stal Wauben;Donkstraat 25;Molenschot;72051280;;;;;
2024;5125ND;1;334.100;;;;;;;;;
2024;5125NH;1;431.000;;;;;;;;;
2024;5125NJ;1;258.100;Stal Jellema;Wierkstraat 8;Hulten;67710379;;;;;
2024;5125PA;1;40.900;;;;;;;;;
2024;5126AZ;1;149.700;Tja Vof;Bessemeindseweg 6;Gilze;56375050;;;;;
2024;5126BW;1;142.520;;;;;;;;;
2024;5126NR;1;167.000;De Zwing;Hoogstraat 3;Gilze;17246413;;;;;
2024;5126PH;1;181.200;;;;;;;;;
2024;5126PL;1;172.500;;;;;;;;;
2024;5126PS;1;19.940;;;;;;;;;
2024;5126WX;1;273.700;;;;;;;;;
2024;5131BW;1;35.500;Stal Het Merkske;Boslust 10;Alphen;74543032;;;;;
2024;5131NA;1;104.200;;;;;;;;;
